Unnamed: 0,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category,sentiment
926,de_0022703,product_de_0527583,reviewer_de_0432676,1,"Egal wie man es dreht und wendet. Die Folie ist einfach zu groß für das Apple Watch Display. So stehen die Ränder und Ecken alle ca 1/2 mm ab was katastrophal aussieht. Viel Schlimmer ist aber, dass sich unter den Rändern Schmutz ansammelt und sich die Folie von selbst ablöst. Fazit. Absolute Geldverschwendung!",Absoluter Fehlkauf. Folie lässt sich nicht vernünftig anbringen,de,wireless,negative
11858,es_0467094,product_es_0207724,reviewer_es_0288218,2,"Tramitaron una pedido nuevo porque se perdió ya antes de salir de china, tardará otros 21 días en llegar. espero el número de seguimiento nuevo",mi pedido se perdió,es,home,negative
1625,de_0860160,product_de_0501022,reviewer_de_0991006,2,Lack lässt sich sehr gut Auftrag nur leider kamen die Farben nicht wie bestellt. Farben weichen extrem von der Produktbild ab. Ich werde leider nicht noch mal bestellen :(,Farben weichen ab,de,beauty,negative
6170,en_0425548,product_en_0565552,reviewer_en_0613261,2,"Package came crushed, box was torn in the bag.",Two Stars,en,industrial_supplies,negative
10181,es_0883813,product_es_0867352,reviewer_es_0820462,1,Tuve que devolver dos porque no me los reconocía la impresora,👎,es,office_product,negative
996,de_0304900,product_de_0164329,reviewer_de_0648897,1,"Das Anbringen ist recht einfach, allerdings verbleiben jede Menge an Luftblasen unter dem Panzerglas. Hat man erst mal alle Luftbläschen zur Seite gedrückt, kommen sie alsbald wieder zurück. Glasreiniger, der bei anderen Schutzfolien zur Haftung eingesetzt wird, wirkt hier auch nicht. Als Fehlkauf erwies sich die Folie aber erst beim täglichen Einsatz. Die Apple Watch reagiert kaum noch auf Berührungen. Ab damit in die Tonne.",Panzerglas für Apple Watch 4,de,pc,negative
11873,es_0501124,product_es_0382370,reviewer_es_0838378,2,Esta muy bien. Buena calidad. Bien rematado. Pero no ha mirado bien la cantidad. Ya k solo me llegó 10 unidades,Yo,es,apparel,negative
1879,de_0038618,product_de_0956639,reviewer_de_0500484,2,"Der Display wird nicht ausreichend geschützt, da die Folie zu klein ist (s. Foto). Daher geht der Artikel zurück - schade!",Display-Folie viel zu klein,de,wireless,negative
16164,fr_0386381,product_fr_0372145,reviewer_fr_0816618,2,trop petit pour une bonne salade composée dommage les compartiments et la petite boite pour mettre la sauce est très pratique,Salade,fr,home,negative
21834,ja_0805782,product_ja_0073869,reviewer_ja_0870015,2,やはり値段相応の商品です。耐久性も気になるところです。,値段相応,ja,pc,negative
25224,zh_0527316,product_zh_0654690,reviewer_zh_0801888,1,首先快递微特派垃圾中的极品，从北京发货到天津7天都不到，其次退款必须需要收到商品才能退款，还得需要2-7和工作日，最关键是物流更新极为缓慢，用了三天时间从天津发到北京仓库。客服也是敷衍了事效率极为底下。。准备马上卸载APP.,垃圾,zh,home,negative
16311,fr_0827641,product_fr_0549246,reviewer_fr_0542619,2,Le prix est peu élevé comme la qualité !,Loin de là qualité d une marque !,fr,sports,negative
1080,de_0758513,product_de_0136120,reviewer_de_0685196,2,"An sich eine schöne Idee, da es viele Funktionen hat (quitschen, einen Knoten), aber ist leider vielzu unstabil. Hat nicht lange gedauert und der Hals der Ente war aufgerissen. Fazit gute Idee aber nicht robust genug.",Die Qualität,de,pet_products,negative
10531,es_0450636,product_es_0997180,reviewer_es_0042198,1,"No vincula con el teléfono, error al mes de adquirirlo, abril 2018. Contacto con el vendedor para garantía y hoy todavía me sigue dando largas. Me siento estafado :(",Falta de servicio posventa,es,sports,negative
6871,en_0521320,product_en_0914128,reviewer_en_0772225,2,"Item mute the sound, but it also changed it (not good). Additionally, the seam between the 2 pieces was loose and rattled anytime I played it. -Down 3 stars- This will be a return item. I think it could be better and for the price I gave 2 stars.",Loose seam caused it to rattle,en,musical_instruments,negative
1599,de_0420721,product_de_0355805,reviewer_de_0934256,2,"Ich nutzte den Adapter an einem MacBook Pro 13"" 2017. Er funktionierte anfangs einigermaßen, nach einem Monat fand er nur noch schwer Kontakt im USB-C-Eingang (andere Geräte funktionieren hier stets problemlos). Inzwischen ohne Funktion da er keinen Kontakt mehr herstellen kann.",Nicht empfehlenswert...,de,electronics,negative
1393,de_0398472,product_de_0976807,reviewer_de_0944615,2,"Der ganze Set sieht sehr billig aus, Qualität gefällt mir nicht. Hab noch nicht ausprobiert. Hoffe erfühlt einige Massen den zwek. Hätte lieber was teures bestellt",Nicht empfehlenswert. Würde lieber etwas teures kaufen,de,baby_product,negative
5027,en_0094991,product_en_0534882,reviewer_en_0367527,1,"Sorry but these are a waste of money! The balls constantly fall off after a certain amount of time and the paint/coloring chips off! It’s gross, but I had a big piece of the color chip off while I was wearing one, which meant extra cleaning later that evening. POOR QUALITY, don’t waste your money on these ones!! :(","Coloring Paint Chips Off, Do Not Recommend!",en,jewelry,negative
625,de_0584779,product_de_0060248,reviewer_de_0894915,1,"Ich war von der Idee begeistert. Als das Teil hier ankam, war ich bitter enttäuscht. Viel zu klein und für meine Zweck. Ich wollte das Teil so schnell es geht wieder los werden. Der Verkäufer gab mir das Geld zurück und wollte es nicht mal wieder haben. Nun wandert es in die Tonne. Ich versteh nicht, warum das Produkt nicht wieder zurück genommen wird. Ist der Verkäufer selbst so wenig überzeugt davon? Kann man so Geld verdienen?",Idee ist gut aber die Ausführung...,de,home,negative
11638,es_0445378,product_es_0713782,reviewer_es_0808398,2,"La aplicacion es muy completa por su variedad, uso y contenidos. Lo unico que le falla... es que el audio es solo en ingles!",Muchos e interesantes contenidos!,es,other,negative
10024,es_0150711,product_es_0844480,reviewer_es_0482025,1,"Producto malisimo, ha durado un mes funcionando. No lo recomiendo. eso teniendo en cuenta que lo he comprado para tenerlo en casa.",Muy Malo,es,home_improvement,negative
15832,fr_0905488,product_fr_0284145,reviewer_fr_0643221,1,Ceinture reçu dans les délais (seul point positif) essayé et renvoyé de suite la sangle offerte ne sert à rien les patchs ne tiennent pas et la batterie à une automie de 3 secondes la ceinture est en plastique genre set de table le film de protection des patch est d'un bloc pas pratique pour proteger pour le prix je ne m'attendais pas au top des ceintures mais quand meme un minimum,Reçu rapidement essayé et renvoyé aussi rapidement,fr,sports,negative
20102,ja_0634706,product_ja_0952366,reviewer_ja_0376304,1,出品者の連絡が遅すぎる、もう利用しません,遅い,ja,wireless,negative
16121,fr_0436750,product_fr_0106349,reviewer_fr_0957817,2,Produit arriver en très mauvais état,Produit arriver totalement écraser,fr,pet_products,negative
6782,en_0703372,product_en_0098391,reviewer_en_0639568,2,This brand cracks a lot. Not great quality but I’ll let my kids paint with it and get some better stuff for myself.,Cheap quality,en,home,negative
6038,en_0702429,product_en_0389821,reviewer_en_0801854,2,"Instead of a black one I got a white one, but at least i could return it.",Two Stars,en,toy,negative
25756,zh_0734044,product_zh_0591339,reviewer_zh_0582249,1,太坑人了，收到的东西苦笑不得，我不知道尺寸是怎么量的，自认倒霉吧。,擦亮双眼,zh,home,negative
11549,es_0336129,product_es_0708572,reviewer_es_0133553,2,Que no pude programarlo y no tenia instrucciones.,Lo devolví,es,home_improvement,negative
26625,zh_0229047,product_zh_0787012,reviewer_zh_0141904,2,需要阅读时间：40分钟 内容评价：不属于有见地有营养的书籍，属于大杂烩型书籍，就是把你在媒体里听到的各种营销手段，给你罗列汇总到一起，堂而皇之扣上”娱乐营销的”帽子，快速阅读一遍即可,各种年度现象级营销热点的杂烩,zh,digital_ebook_purchase,negative
21183,ja_0295338,product_ja_0934454,reviewer_ja_0080438,2,音質は比較的良いが、録音出来るソフトウェアが限られているのが問題。 それと、当方使い方が少々荒いので、ひょんな事で本体に直付けのRCAメスのＲ側が引っこ抜けてしまった。こじ開けて中の基板を見たら、USB側のケーブルは基板直付けでホットボンド固定されていたが、せめて入力側も貧弱なコネクター接続ではなく、USB側と同様にして欲しかった。,録音ソフトウェアを選ぶのが難点。本体自体も貧弱。,ja,pc,negative
16540,fr_0708757,product_fr_0582094,reviewer_fr_0318570,2,"J'ai acheté ce ventilateur car il était censé avoir un long fil, ce qui était parfait pour mon imprimante 3D anet A8, mais a la réception, les câbles était très courts... Avec les câble courts comme cela, on peut trouver pour beaucoup moins cher.","Attention, fil de longueur très courte...",fr,industrial_supplies,negative
177,de_0176913,product_de_0921285,reviewer_de_0253147,1,"an und für sich ein wirklich gutes Set mit verschiedenen Stärken (wobei ich nur das grüne und blaue nutze). Mit den beiden Bändern trainiere ich regelmäßig ca 3 mal die Woche - nach fast 3 Monaten ist das Band gerissen und somit nicht mehr zu gebrauchen. Wirklich schade, da ich anfangs begeistert war von dem Set. Würde es daher nicht weiterempfehlen.",Bänder sind leider bereits nach knapp 3 Monaten gerissen,de,sports,negative
1157,de_0810867,product_de_0342972,reviewer_de_0056585,2,"Habe Aufgrund eines Mangels bei dem ersten Set dieses zurück geschickt und Zeitgleich ein neues erhalten. Beide Sets haben den selben Mangel. Die 5L Schlüssel hat bei beiden Sets eine Wölbung am Boden, so das diese nicht gerade und eben steht sondern wackelt. Der Blechboden lässt sich zwar eindrücken, worauf diese dann wieder Eben ist, aber sobald Gewicht in der Schüssel ist, wölbt sich der Boden wieder nach außen. Das sind für mich allein 2 Sterne Abzug wert. Ansonsten ist es vollkommen brauchbar und dem Preis natürlich angemessen. Nachtrag. Im 2. Set ""eiert"" sogar die mittlere der 3 Schüsseln ebenfalls.","Für den Preis ok, aber Qualität ist es nicht.",de,home,negative
31,de_0134818,product_de_0098159,reviewer_de_0637799,1,"Ich war sehr zufrieden mit der Uhr, bis sich nach 6 Monaten regelmäßigem Tragen das Armband abgelöst hat.",Garmin ☹️,de,sports,negative
25677,zh_0862666,product_zh_0812715,reviewer_zh_0059336,1,日本人写的鸡汤，拼命吹水，叫你不用睡觉拼命干，干到屎……浪费掉的钱不要紧，浪费掉的时间CNM,没用的鸡汤,zh,digital_ebook_purchase,negative
15119,fr_0066589,product_fr_0206257,reviewer_fr_0982421,1,"A première vue, la toile était exactement ce que je voulais. Ombrage sans être imperméable, même la matière était satisfaisante. Mais, moins de 2 mois après l'installation patatrac ! Un des tissus retenant une des sangle s'est déchirée, la toile est donc plus utilisable. Très grosse déception. J'en avais pris deux par erreur, du coup un peu hésitant avant d'installer l'autre a la place.",Je ne la recommanderai pas.,fr,lawn_and_garden,negative
20942,ja_0554691,product_ja_0500047,reviewer_ja_0734190,1,兄弟用にと2つ購入。“中古品-良い”だったのですが、1つは起動しない不良品でした。見た目にも明らかにソフトにキズがついているのが分かるものでした。,中古品-良いが起動しない不良品でした,ja,video_games,negative
5657,en_0003473,product_en_0154810,reviewer_en_0862149,1,Was not as advertised. Is not 6” insertable.,Not 6” insertable as on advertisement.,en,drugstore,negative
5745,en_0891533,product_en_0130578,reviewer_en_0184040,1,"Awful product. I tried different doses (2 to 6 sprays) when I needed a boost in energy. I did not get any positive result, neither mental nor physical. All I got from this product were heart palpitations.",Warning: heart palpitations!!!,en,drugstore,negative
11531,es_0637041,product_es_0708472,reviewer_es_0299124,2,Se cae varias veces al dia y a veces tengo que desenchufarlo. Ya no se si es por una actualizacion de sw o porque el equipo ha dejado de funcionar..,Tiene caidas,es,pc,negative
15593,fr_0430012,product_fr_0645646,reviewer_fr_0560790,1,Déçu par la qualité. J’attendais bcp mieux que ça.,Déçu par la qualitée,fr,toy,negative
5038,en_0202055,product_en_0809189,reviewer_en_0744484,1,The dragon was missing paint and there was glue or something all over the dragon.,Disappointed this was a Birthday gift,en,home,negative
10858,es_0836900,product_es_0298567,reviewer_es_0969578,1,"Para empezar, si el tiempo de envío es largo, el producto se retrasa por problema de aduanas. Solicitó la devolución, ya que es para un regalo y ante la tardanza han adquirido una prenda similar en otro sitio. Amazon me pone en contacto con el vendedor, el cual no facilita la devolución. Mientras tanto recibo el paquete y cuál es mi sorpresa que el artículo q me envían es un bolso negro, una especie de portafolios pero que nada tiene que ver con el sujetador de lactancia que encargue. Sigo en contacto con el vendedor, que aún sigue sin darme ninguna solución.",Envió erróneo y trabas en la devolución,es,apparel,negative
6438,en_0460166,product_en_0548294,reviewer_en_0649338,2,"I had this cart for about three weeks and the handle broke, leaving me without a suitable cart for my supplies.",Not Durable,en,home,negative
16862,fr_0217409,product_fr_0152977,reviewer_fr_0690059,2,"bonjour, viens de recevoir ce produit et la télécommande ne marche pas... merci de m'en envoyer une autre, merci par avance.",télécommande défectueuse!,fr,home,negative
11187,es_0607559,product_es_0694890,reviewer_es_0492052,2,es eficaz pero tiene poca calidad voy en el segundo la parte de arriba ...tiene poca resistencia y eso hace q luego los cables de conexion..fallan....algo q de deberian verificar mejor...,poca calidad,es,kitchen,negative
1506,de_0030547,product_de_0389105,reviewer_de_0526712,2,"So eine Geldverschwendung! Habe das Buch gekauft , keine Bilder! Es wird viel Butter benutzt,wenn man Punkte zählt sind es kleine Portionen von denen keiner Satt wird.",Geldverschwendung!!,de,book,negative
11213,es_0137422,product_es_0103382,reviewer_es_0642903,2,"Es un lapiz de muy fácil manejo y el on/off es muy rápido y efectivo, pero a la hora de escribir el feeling no es bueno (creo que el muelle interno es demasiado duro y no hace su función correctamente) y la respuesta en la escritura es lenta, esto provoca a que siempre aparezca mala letra. Los acabados del lapiz son buenos",Poco tacto para escribir,es,wireless,negative
16821,fr_0480567,product_fr_0285200,reviewer_fr_0886163,2,Commande une coque à 5 euros et au final envoyé la même à un prix supérieur. Pas pu annuler car envoi rapide Et en plus la coque s adapte sur le téléphone mais j ai du couper la partie de m écran car pas tactile. Pas assez en contact avec écran,Décevant,fr,wireless,negative
1156,de_0541522,product_de_0884804,reviewer_de_0384870,2,"Diese Antenne sollte eigentlch auch private Sender frei empfangen, tut sie aber nicht. Mit der Antenne bekomme ich nur die freie Sender, welche ich auch mit der klassischen Zimmerantenne bekommen kann.",Funtioniert nur wie eine klassische Zimmerantenne,de,home,negative
1811,de_0691590,product_de_0552599,reviewer_de_0711816,2,"Optisch sehr schön aber Fettflecken vom Raclette gehen nicht mehr raus,sehr schade ! Hab sie leider nur ein mal verwenden können ! Nun kommt sie in die Tonne!",Zu dünn/leider kann man sie nicht sehr heiß waschen das Fettflecken raus gehen !,de,home,negative
21103,ja_0315285,product_ja_0253861,reviewer_ja_0460136,2,一話一話が短く入り込みにくいと感じた。半沢直樹シリーズのテンションで読み始めたので、ややがっかり。,期待してただけに。,ja,digital_ebook_purchase,negative
26992,zh_0393741,product_zh_0452497,reviewer_zh_0637720,2,感觉不像日本工艺，竖条纹竟然是倾斜的，看上去低端。,做工粗糙，不够美观,zh,home,negative
1926,de_0789753,product_de_0059538,reviewer_de_0541497,2,"Leider musste ich es zurückschicken, da die Größe überhaupt nicht gepasst hatte. Hatte das Dirndl extra etwas grösser bestellt und trotzdem war es viel zu eng. Ansonsten ist es sehr schön. Hab mir jetzt noch eine Nummer größer bestellt. Hoffe das es dann passt.",schönes Dirndl,de,apparel,negative
6024,en_0829335,product_en_0658799,reviewer_en_0420473,2,I dislike this litter. I does not clump like it should and leaves litter box a mess.,Two Stars,en,pet_products,negative
21863,ja_0523960,product_ja_0504471,reviewer_ja_0132904,2,商品…割れてましたよ。少しがっかりしました。 次回購入の時はもう少し商品梱包に気を付けて欲しいです。,ケースが…,ja,other,negative
16488,fr_0754178,product_fr_0742954,reviewer_fr_0162560,2,T-shirt impeccable si il n'y avait pas de trous à cause de l'étiquette ..,Dommage,fr,sports,negative
1439,de_0000365,product_de_0358204,reviewer_de_0245980,2,Die Hülle zieht sehr viel dreck an und geht schlecht in eine Hosentasche,Wird schnell dreckig,de,electronics,negative
16917,fr_0326904,product_fr_0600708,reviewer_fr_0281656,2,J’étais depuis 1 mois très content de ma coque elle est très fine agréable en main on l’oublie rapidement malheureusement comme tout les mois je nettoie en profondeur le téléphone est je me suis aperçue qu’une décoloration avais tacher tout les bords du téléphone assez compliqué à enlever certain endroit je n’arrive pas à éliminer totalement donc est-ce un problème de fabrication d’un lot en particulier ou toute les coques de cette référence font la même chose ? Très déçu j’ai donc remis mon ancienne coque..,Un problème ?,fr,wireless,negative
5545,en_0245232,product_en_0208445,reviewer_en_0349732,1,When it arrived and I sat it down on the table it was very unbalanced and the feet on it was uneven. Scared to use thinking it’s gonna fall over and burn my house down!,Check out the feet on it,en,home,negative
15264,fr_0978185,product_fr_0216174,reviewer_fr_0046897,1,Produit que je ne recommande pas du tout mon allume cigare a grillé dès la première utilisation sans endommagé le produit,À fuire,fr,home,negative
26351,zh_0460228,product_zh_0673503,reviewer_zh_0888865,2,裤子非常薄，而且没有口袋。身材匀称，按平常穿的尺码买的，合身。,很薄，没口袋。,zh,sports,negative
5024,en_0193297,product_en_0060328,reviewer_en_0537426,1,Shame you can't give it 0 stars I ordered this and the package says shipped but I did not receive the package contacted the seller 2 times and still no answer after two weeks very disappointed.,... times and still no answer after two weeks very disappointed.,en,beauty,negative
11245,es_0646527,product_es_0879298,reviewer_es_0985444,2,No era lo que esperaba . Para los niños está bien . Muy pequeña para mi gusto . Además no es táctil y respecto al idioma el español no viene habilitado,Defraudado,es,electronics,negative
21840,ja_0387631,product_ja_0110398,reviewer_ja_0403454,2,他の商品を利用してましたが安いので今回はこちらを購入。溶けないです。,溶けない,ja,grocery,negative
20745,ja_0974986,product_ja_0060427,reviewer_ja_0551629,1,こういう世界に生きてなくて良かったなと思います。登場人物たちが苦手なタイプばかりだし、バッドエンドだし。申し訳ないけどに私の好みには会いませんでした。著者の次回作に期待します。,普通の人で良かった,ja,digital_ebook_purchase,negative
15379,fr_0400296,product_fr_0670379,reviewer_fr_0520883,1,Très mauvaise qualité une ligne apparaît sur l'écran pas assez de Colle à mon avis de la dob je les jeter à perte.,De la merde,fr,wireless,negative
15917,fr_0492317,product_fr_0809064,reviewer_fr_0808308,1,"Les bouchons des produits étaient cassés, du coup les produits se sont répandus dans le cartons et j'en ai perdu une partie, les articles n'étaient pas calés dans le carton. Dommage je ne renouvellerai pas cet achat !",Produit arrivé endommagé,fr,drugstore,negative
79,de_0771839,product_de_0207282,reviewer_de_0053592,1,"Obwohl ordnungsgemäß bezahlt, ist die Lieferung nicht erfolgt.",Produkt noch nicht eingetroffen,de,sports,negative
20271,ja_0958782,product_ja_0069743,reviewer_ja_0548417,1,まともにモジュラーが切れない。使い物になりません。さすが中国製？,まともにモジュラーが切れない。使い物になりません。さすが中国製？,ja,home_improvement,negative
6168,en_0905246,product_en_0955026,reviewer_en_0069802,2,Very cute but fit was super loose! Very flimsy quality!,Very flimsy!,en,shoes,negative
10338,es_0113233,product_es_0245730,reviewer_es_0616383,1,"El producto como tal estaba bastante bien , parecía nuevo pero debía de tener defectos de fabrica y ni se pensaron probarlo antes de ponerlo de nuevo a la venta... Uno de los cables o el mixamp estaba roto ya que hacía interferencias y el micro no funcionaba bien.",Mala compra,es,pc,negative
21634,ja_0215979,product_ja_0181569,reviewer_ja_0743908,2,レビューを読んで購入したけれども、切れづらい。木はなんとか切れるが、プラスチックは細いものでも切るのが大変でした。,思ったより切れない,ja,home_improvement,negative
10083,es_0201482,product_es_0284663,reviewer_es_0408432,1,Muy malo e comprado tres uno vino estropeado tengo dos para devolverlos porque se escucha fatal más en la calle él ruido distorsiona la llamada,Gloria,es,other,negative
6483,en_0184761,product_en_0989977,reviewer_en_0982680,2,Took hours to put together and many pieces were bent. Cheaply made,Do not buy,en,furniture,negative
794,de_0460773,product_de_0330072,reviewer_de_0403210,1,Nicht mittig geteilt.... Kleber fehlt auf gut einen Meter einer Rolle Sprich wieder runter vom Dach und in die Tonne,Wer zwei mal kauft kauft öfter,de,home_improvement,negative
1565,de_0247743,product_de_0958278,reviewer_de_0427188,2,Ein Plug spielt nicht mehr. Der Empfang funktioniert leider nur auf sehr kurze Distanzen (Handy in Jackentasche). Ein Verdrehen des Kopfes führt zu Aussetzern. Verkäufer reagiert wiederholt leider nur mit Reset-Empfehlungen.,Nach 6 Monaten defekt,de,wireless,negative
6745,en_0761693,product_en_0610109,reviewer_en_0376039,2,Works but has runout giving inconsistent pressure on the wire leading to alternating feed speed. Expect better from Hobart.,Has runout,en,other,negative
1996,de_0298199,product_de_0497788,reviewer_de_0780708,2,"Naja für den Preis ganz ok, kann leider nicht viel damit anfangen & das zupfen tut richtig weh...",Epistick...,de,drugstore,negative
393,de_0293827,product_de_0259599,reviewer_de_0994815,1,"Auch bei mir war direkt bei Lieferung 1 Säbel defekt. Wenn ich mir andere Rezensionen anschaue, scheint das System zu haben. Und die meisten Kunden behalten bei nur einem defekten Exemplar die Sendung. Ein Schelm wer da was schlimmes denkt.. Auch 2 weitere Säbel haben nur 1 Woche Nutzung durchgehalten und sind nun undicht. Verarbeitungsqualität ist auch optisch extrem mies - Die Nähte sind total ausgefranst abgeschnitten, häufig halt auch sehr knapp was zu den oben beschriebenen Defekten führt.",Schlechte Qualität - nicht zu empfehlen.,de,toy,negative
11077,es_0729520,product_es_0117567,reviewer_es_0876917,2,De ha despegado la unión de la sombrilla y el mástil en sólo dos usos,Decepción,es,lawn_and_garden,negative
15540,fr_0616770,product_fr_0642612,reviewer_fr_0435554,1,Commandé en taille M mais reçu en taille XL un peu dommage,Mauvaise taille,fr,apparel,negative
11080,es_0795312,product_es_0668121,reviewer_es_0489031,2,Nose para que está la eleccion de color si luego te envian la que quieren,Fallo de envio,es,wireless,negative
5438,en_0516953,product_en_0475766,reviewer_en_0587557,1,"Tried two of these straw cups in this design, and I sent both back. It must be the material used to make the part holding the straw in place that is defective because the green version of the product works fine. I usually enjoy Contigo products; this is the first time I've been disappointed.",It must be the material used to make the part holding the straw in place that is defective because the green version of the prod,en,kitchen,negative
21942,ja_0478609,product_ja_0348770,reviewer_ja_0407404,2,きれいで、組み立ても簡単だったが、入力するたびに揺れ動き 安定感に欠ける キャスタ－付きがよくて購入したが、安いだけありパソコン作業には 今まで使用していたデスクの方がよく、無駄になった,安定感無し,ja,home,negative
26294,zh_0382859,product_zh_0584587,reviewer_zh_0241864,2,订了两本、一本带塑料包转挺好的，一本没塑料包装且最后一页还被折了，失望对你们,书一本没包装纸，都折页了还敢送,zh,book,negative
5586,en_0334798,product_en_0441071,reviewer_en_0386323,1,I bought 2 and both remotes stopped working first 5 min of useing them,Remotes are trash,en,home,negative
11118,es_0137700,product_es_0311066,reviewer_es_0813398,2,La tela es muy fina. Se rompe con facilidad.,Comodidad,es,automotive,negative
16733,fr_0966363,product_fr_0787509,reviewer_fr_0410378,2,"Pas trop compliqué à installé, bien équipé pour le prix, il manque toutefois cruellement de confort au niveau de derrière les genoux. Notre petite fille se plaignait de douleur sur trajet assez court nous l avons assez vite revendu.",Manque de confort,fr,baby_product,negative
6837,en_0384287,product_en_0753773,reviewer_en_0377675,2,NOT A THERMAL COVER---NOT DUAL LAYER AS IT IS SUPPOSED TO BE---but it does work for a cover,NOT A THERMAL COVER,en,automotive,negative
16264,fr_0117450,product_fr_0520863,reviewer_fr_0280888,2,"La livraison était prévu pour vendredi 21 et à ce jour j’ai pas reçu ma commande, et dans mon historique il y a écrit que le colis est déposé dans ma boîte à lettre depuis jeudi 20. Comment faire ? Merci",Commande non reçu,fr,sports,negative
15164,fr_0932878,product_fr_0241857,reviewer_fr_0825301,1,"IL y a bien 10 ampoules LED et leur culot à viser... mais les ampoules sont très fragiles à manipuler, si vous les visez un peu fort, elles se cassent.. même problème avec un dévissage qui demanderait de forcer un peu. Cette fragilité, est mécanique et je me demande si la longévité ne sera pas à l'équivalent !!!",Produit de mauvaise qualité,fr,home_improvement,negative
964,de_0897998,product_de_0046652,reviewer_de_0655852,1,"Ich verstehe die guten Rezensionen wegen denen ich das Handy gekauft hab kein Stück...Das Gerät ist ultra schlecht! Bis sich eine App öffnet dauert es gern Mal 1-2 Minuten. Anrufe kommen nicht durch weil diese erst auf dem Display angezeigt werden wenn der Anrufer schon wieder aufgelegt hat. Die Kamera ist ebenfalls übel. Der Ton beim telefonieren und Medien abspielen ist blechig. Für 100 Euro habe ich nicht super viel erwartet, aber das...das ist wirklich eine Frechheit. Warte jetzt noch auf die Antwort vom Verkäufer ob er das Handy zurück nimmt und mir das Geld zurück gibt...",100€ aus dem Fenster geschmissen,de,wireless,negative
25937,zh_0857812,product_zh_0587563,reviewer_zh_0856127,1,鞋子硬邦邦的，穿了几天，脚后跟都磨破了，垃圾，以前买的都非常柔软，怀疑买假了,垃圾,zh,shoes,negative
5694,en_0808535,product_en_0819560,reviewer_en_0675087,1,"Yeah, that's about it. The nipple pieces are so tiny that at best, they are fit for feeding baby mice or maybe baby gerbils. I can't use them for my two little, five week old puppies. They weigh 1.3 and 1.5 pounds respectively, and this teensy nipple is too small that they would even recognize this as something from which to suckle. Other use I can think of for these would be a 5 - 10 year old girl, who wants to bottle feed her dolls. She would love these! I can't imagine how the makers can claim that all professional nurses use them for new born animals. I don't believe it! I am going to buy some real baby bottles with some real nipples.",Just right for mice and dolls....,en,pet_products,negative
26364,zh_0133638,product_zh_0212852,reviewer_zh_0048077,2,发货速度太慢，人都次日达，这个一个周都不发货，很着急，很生气！,发货慢,zh,pc,negative
10168,es_0387904,product_es_0303584,reviewer_es_0039318,1,"El pedido no me ha llegado,me han dejado colgada era para un regalo",Enfadada,es,home_improvement,negative
15647,fr_0508692,product_fr_0331462,reviewer_fr_0268827,1,"j'ai choisi cet article passant qu'il soit complet avec un gonfleur, mais pas de gonfleur dans le colis .",article incomplet .,fr,sports,negative
5074,en_0090314,product_en_0222099,reviewer_en_0546962,1,Does not work as described.,Waste of Money,en,wireless,negative
5652,en_0161734,product_en_0799460,reviewer_en_0990114,1,"The band was clunky and uncomfortable to begin with. I managed to alter it to fit, however it remained awkward and too large. I should have ordered something less masculine. I was managing, though. Until about three weeks in, when the band completely broke. One component of the band apparently simply fell out, and the band fell to pieces. I was disappointed.",Item broke within a month,en,wireless,negative
6860,en_0509870,product_en_0239690,reviewer_en_0284189,2,"Very fun game at first but after playing for three or four days, the game crashed and I completely lost all my save data. So all that time went straight out and I lost everything Very disappointing.",Very fun game at first but after playing for three or ...,en,other,negative
1084,de_0529949,product_de_0450111,reviewer_de_0267840,2,Leider kann ich keine Fotos machen wenn das Handy in der Hülle ist. Die Aussparung verdeckt die Kamera zur Hälfte,Schade,de,home_improvement,negative
1794,de_0352898,product_de_0684083,reviewer_de_0494428,2,"Mein Sohn bekam den CD Player zu Weihnachten geschenkt. Jetzt ist Juli und er lädt bereits die CD's nicht mehr. Auch zwischendurch war ich mehr Unzufrieden als Zufrieden mit dem Player. Wenn mein Sohn sich Abends zum Einschlafen eine CD reingemacht hat, musste ich immer nochmals nachdem er eingeschlafen war, den Player ausschalten. Irgendwas hing da immer, nachdem die CD zu Ende war, was sich durch ein Klackergeräusch bemerkbar machte. Für das Geld hätte ich etwas mehr Qualität erwartet. Ich würde diesen Player weder verschenken, noch weiter empfehlen.",CD lädt bereits nach einem halben Jahr schon nicht mehr,de,wireless,negative
25470,zh_0974384,product_zh_0464805,reviewer_zh_0308209,1,仅仅只是润滑油而已。所说的延时子虚乌有。,仅仅只是润滑油而已。,zh,drugstore,negative
16154,fr_0527731,product_fr_0614771,reviewer_fr_0457143,2,Beaucoup d'erreur a l'intérieur de se Tome 5 des numéro en plus qui ne sont pas en solution ...,Beaucoup d'erreur ...,fr,book,negative
15285,fr_0843044,product_fr_0496150,reviewer_fr_0470979,1,"J'ai passé commande en octobre 2018 et étant en août 2019 je ne l'ai toujours pas reçu. J'ai contacté plusieurs fois le vendeur qui me disait d'attendre pour voir si la livraison n'arrivait pas mais je me suis rendu compte plus tard que celui-ci attendait en fait que la garantie se termine ! (garantie Amazon qui vous rembourse l'article si il y a un problème sous 3 mois). Après ces fameux trois mois le vendeur ne réponds plus. Une belle arnaque, je déconseille fortement.",ARNAQUE,fr,automotive,negative
